sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
3719,M,55.29,Others,96.93,Others,Science,73.96,Comm&Mgmt,No,98.0,Mkt&Fin,75.75,Placed,
3720,F,89.4,Central,76.33,Central,Commerce,88.2,Comm&Mgmt,No,55.21,Mkt&Fin,61.91,Placed,333167.0
3721,M,52.33,Others,60.71,Central,Science,74.69,Sci&Tech,No,73.16,Mkt&Fin,77.89,Placed,
3722,M,56.52,Central,64.46,Others,Science,74.3,Comm&Mgmt,Yes,98.0,Mkt&Fin,70.27,Placed,
3723,M,47.16,Others,58.39,Others,Commerce,78.95,Comm&Mgmt,No,82.73,Mkt&HR,77.89,Not Placed,
3724,M,88.14,Central,51.17,Others,Science,79.45,Sci&Tech,Yes,80.21,Mkt&Fin,67.37,Placed,
3725,M,40.89,Others,37.0,Others,Commerce,85.25,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,273823.0
3726,M,87.32,Central,86.62,Others,Science,52.74,Others,No,81.15,Mkt&Fin,71.02,Not Placed,324162.0
3727,M,81.51,Central,86.4,Central,Science,50.0,Comm&Mgmt,No,50.0,Mkt&HR,65.26,Not Placed,
3728,M,69.41,Others,62.23,Others,Science,67.39,Comm&Mgmt,Yes,81.34,Mkt&HR,77.89,Not Placed,
3729,M,40.89,Central,37.9,Central,Science,66.23,Comm&Mgmt,No,78.33,Mkt&Fin,75.57,Not Placed,
3730,M,82.61,Others,65.47,Central,Commerce,86.39,Comm&Mgmt,Yes,74.21,Mkt&HR,66.76,Placed,200000.0
3731,M,71.05,Others,78.8,Central,Science,75.91,Comm&Mgmt,Yes,75.67,Mkt&Fin,77.89,Not Placed,262065.0
3732,M,40.89,Central,60.12,Central,Science,56.24,Comm&Mgmt,No,92.19,Mkt&HR,69.98,Not Placed,319620.0
3733,M,89.4,Others,74.82,Central,Commerce,90.61,Sci&Tech,No,96.36,Mkt&HR,53.34,Placed,251030.0
3734,F,75.15,Central,54.26,Central,Science,72.79,Comm&Mgmt,No,81.62,Mkt&HR,67.84,Not Placed,318915.0
3735,F,56.54,Others,66.16,Central,Science,76.63,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
3736,F,68.25,Others,82.71,Central,Science,72.69,Comm&Mgmt,No,98.0,Mkt&Fin,69.37,Not Placed,321958.0
3737,M,65.32,Central,58.41,Central,Commerce,50.0,Others,No,77.65,Mkt&HR,60.08,Not Placed,246794.0
3738,M,60.57,Others,87.22,Central,Science,63.52,Comm&Mgmt,No,74.98,Mkt&Fin,65.93,Not Placed,265713.0
3739,M,40.89,Others,70.01,Central,Commerce,54.16,Comm&Mgmt,No,98.0,Mkt&HR,72.09,Placed,
3740,M,84.39,Others,56.55,Others,Commerce,71.8,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Not Placed,320269.0
3741,M,58.11,Others,48.21,Central,Science,83.0,Comm&Mgmt,No,63.3,Mkt&HR,66.9,Not Placed,
3742,F,51.42,Central,90.83,Central,Commerce,57.88,Comm&Mgmt,Yes,79.55,Mkt&HR,77.89,Not Placed,328545.0
3743,F,63.25,Others,59.15,Others,Science,84.02,Comm&Mgmt,No,64.52,Mkt&Fin,74.76,Placed,222195.0
3744,M,78.33,Central,78.42,Others,Science,61.68,Comm&Mgmt,Yes,98.0,Mkt&Fin,57.71,Placed,202474.0
3745,M,41.61,Others,58.43,Others,Science,74.89,Sci&Tech,No,90.03,Mkt&Fin,77.89,Not Placed,
3746,F,66.35,Others,68.1,Others,Commerce,83.27,Comm&Mgmt,No,78.62,Mkt&Fin,77.89,Placed,
3747,M,89.4,Others,76.65,Central,Commerce,79.77,Comm&Mgmt,Yes,98.0,Mkt&Fin,64.61,Not Placed,308949.0
3748,M,89.4,Others,64.3,Others,Science,88.47,Comm&Mgmt,Yes,98.0,Mkt&Fin,73.47,Placed,
3749,M,58.18,Others,54.62,Central,Science,77.88,Sci&Tech,Yes,98.0,Mkt&HR,76.53,Placed,201724.0
3750,M,78.09,Central,80.02,Central,Science,86.08,Sci&Tech,No,76.81,Mkt&HR,77.89,Not Placed,267751.0
3751,M,68.81,Others,61.29,Central,Commerce,85.09,Others,Yes,67.87,Mkt&Fin,63.49,Placed,270906.0
3752,F,83.09,Others,67.88,Others,Science,63.49,Comm&Mgmt,Yes,98.0,Mkt&Fin,63.83,Not Placed,200000.0
3753,M,78.3,Others,37.0,Others,Science,81.27,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,302047.0
3754,M,61.95,Central,61.92,Central,Science,60.17,Comm&Mgmt,No,89.95,Mkt&Fin,77.89,Not Placed,323763.0
3755,F,89.4,Central,61.1,Central,Science,91.0,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Not Placed,255247.0
3756,M,74.21,Central,60.6,Central,Arts,83.85,Others,Yes,98.0,Mkt&Fin,77.89,Placed,261851.0
3757,F,65.38,Central,64.63,Central,Science,81.79,Comm&Mgmt,Yes,70.39,Mkt&Fin,68.01,Placed,328835.0
3758,M,46.03,Central,37.0,Central,Science,69.79,Comm&Mgmt,No,73.64,Mkt&HR,76.15,Placed,
3759,M,89.4,Central,69.45,Central,Science,91.0,Sci&Tech,Yes,86.58,Mkt&HR,72.86,Placed,940000.0
3760,M,65.17,Others,60.72,Central,Science,61.27,Comm&Mgmt,No,78.9,Mkt&HR,68.88,Placed,301940.0
3761,M,89.4,Central,73.27,Others,Science,68.84,Comm&Mgmt,No,98.0,Mkt&Fin,75.99,Not Placed,334549.0
3762,M,60.95,Others,76.99,Others,Commerce,79.44,Comm&Mgmt,No,98.0,Mkt&Fin,73.89,Not Placed,325823.0
3763,M,56.4,Others,66.64,Central,Commerce,54.97,Comm&Mgmt,Yes,98.0,Mkt&HR,77.59,Not Placed,
3764,M,77.39,Others,89.43,Central,Science,58.29,Sci&Tech,No,98.0,Mkt&Fin,67.51,Not Placed,
3765,M,72.4,Others,91.81,Others,Science,73.09,Comm&Mgmt,Yes,98.0,Mkt&Fin,70.42,Not Placed,608926.0
3766,M,81.35,Others,73.14,Central,Science,75.56,Sci&Tech,No,87.96,Mkt&HR,77.08,Not Placed,
3767,M,80.26,Others,37.0,Others,Science,78.44,Comm&Mgmt,No,98.0,Mkt&Fin,64.89,Not Placed,262317.0
3768,M,89.4,Others,51.99,Others,Science,81.81,Comm&Mgmt,No,95.89,Mkt&Fin,71.04,Not Placed,263029.0
3769,M,79.92,Central,49.74,Others,Commerce,88.8,Comm&Mgmt,No,98.0,Mkt&Fin,62.17,Not Placed,200000.0
3770,M,64.13,Central,54.63,Central,Science,76.43,Comm&Mgmt,No,98.0,Mkt&Fin,62.91,Not Placed,270119.0
3771,M,89.4,Central,90.18,Central,Science,85.18,Comm&Mgmt,Yes,98.0,Mkt&Fin,70.43,Not Placed,
3772,M,64.26,Others,77.01,Central,Science,84.89,Comm&Mgmt,Yes,98.0,Mkt&Fin,67.24,Not Placed,291090.0
3773,M,86.33,Others,94.87,Central,Science,62.62,Comm&Mgmt,No,80.77,Mkt&HR,75.08,Placed,293147.0
3774,M,49.89,Central,78.13,Central,Commerce,65.17,Sci&Tech,No,98.0,Mkt&Fin,56.82,Not Placed,255799.0
3775,F,82.86,Central,48.24,Others,Science,86.7,Comm&Mgmt,No,98.0,Mkt&HR,72.02,Placed,242805.0
3776,M,40.89,Central,57.2,Others,Science,51.39,Sci&Tech,No,82.15,Mkt&HR,62.45,Placed,
3777,F,70.89,Others,76.99,Central,Science,56.73,Comm&Mgmt,No,77.56,Mkt&Fin,72.79,Not Placed,
3778,M,89.4,Others,86.91,Central,Science,77.48,Sci&Tech,Yes,98.0,Mkt&Fin,59.19,Placed,224790.0
3779,M,69.72,Central,92.49,Others,Science,70.47,Comm&Mgmt,Yes,86.0,Mkt&Fin,69.5,Not Placed,294564.0
3780,M,54.22,Others,66.37,Central,Science,53.14,Comm&Mgmt,No,98.0,Mkt&HR,69.29,Not Placed,264875.0
3781,M,44.51,Central,49.27,Others,Commerce,67.54,Comm&Mgmt,No,98.0,Mkt&HR,77.07,Not Placed,286751.0
3782,F,73.26,Central,84.78,Central,Science,61.79,Sci&Tech,Yes,57.69,Mkt&Fin,64.12,Placed,266929.0
3783,M,63.19,Others,66.66,Others,Arts,91.0,Comm&Mgmt,No,79.52,Mkt&HR,52.3,Not Placed,
3784,M,40.89,Central,49.42,Central,Science,53.56,Sci&Tech,No,98.0,Mkt&Fin,77.44,Placed,
3785,M,85.06,Others,73.39,Others,Commerce,73.82,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Placed,
3786,M,73.36,Central,40.73,Others,Commerce,81.78,Others,No,98.0,Mkt&HR,51.21,Not Placed,252373.0
3787,M,89.4,Others,75.23,Central,Science,87.17,Comm&Mgmt,Yes,98.0,Mkt&Fin,66.1,Not Placed,262789.0
3788,F,82.11,Central,81.91,Others,Science,83.97,Sci&Tech,Yes,77.7,Mkt&Fin,70.71,Placed,277541.0
3789,M,41.42,Central,68.11,Central,Science,69.16,Comm&Mgmt,No,52.03,Mkt&HR,71.76,Placed,300652.0
3790,M,40.89,Others,77.42,Others,Commerce,53.3,Comm&Mgmt,No,50.0,Mkt&Fin,57.86,Not Placed,
3791,M,40.89,Central,52.57,Central,Commerce,50.0,Comm&Mgmt,Yes,73.4,Mkt&Fin,61.1,Not Placed,
3792,F,86.69,Central,88.47,Others,Science,84.67,Comm&Mgmt,Yes,69.1,Mkt&HR,77.89,Not Placed,330086.0
3793,M,71.23,Others,69.68,Central,Science,70.38,Comm&Mgmt,No,76.18,Mkt&Fin,70.34,Placed,292978.0
3794,M,63.35,Others,79.95,Others,Science,62.16,Comm&Mgmt,No,96.67,Mkt&Fin,57.43,Placed,
3795,M,83.88,Others,46.66,Others,Science,84.9,Comm&Mgmt,No,98.0,Mkt&Fin,65.54,Not Placed,237672.0
3796,M,89.4,Others,97.7,Central,Science,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,68.36,Placed,307259.0
3797,M,70.5,Central,75.51,Central,Commerce,82.48,Comm&Mgmt,No,91.62,Mkt&Fin,71.88,Placed,314515.0
3798,M,42.35,Others,54.87,Others,Commerce,84.21,Comm&Mgmt,No,92.91,Mkt&HR,69.23,Not Placed,
3799,M,83.58,Others,81.21,Others,Commerce,74.89,Comm&Mgmt,No,92.4,Mkt&HR,76.43,Not Placed,286655.0
3800,M,40.89,Others,78.22,Others,Science,51.27,Comm&Mgmt,No,60.69,Mkt&HR,73.57,Placed,352358.0
3801,F,82.62,Central,58.55,Others,Science,70.16,Comm&Mgmt,No,80.38,Mkt&Fin,71.71,Placed,310577.0
3802,M,40.89,Others,37.0,Others,Science,70.55,Comm&Mgmt,No,98.0,Mkt&Fin,72.82,Placed,200000.0
3803,M,77.46,Others,69.23,Central,Science,71.76,Sci&Tech,Yes,98.0,Mkt&Fin,75.2,Not Placed,428952.0
3804,M,40.89,Others,37.0,Central,Commerce,54.92,Comm&Mgmt,No,68.59,Mkt&HR,56.28,Not Placed,269135.0
3805,M,88.04,Others,51.85,Central,Science,84.12,Comm&Mgmt,No,50.0,Mkt&Fin,56.18,Not Placed,
3806,M,62.82,Others,42.24,Others,Commerce,79.8,Sci&Tech,Yes,67.92,Mkt&Fin,67.63,Not Placed,
3807,M,40.89,Central,60.91,Others,Commerce,67.97,Comm&Mgmt,No,86.69,Mkt&Fin,65.24,Not Placed,
3808,F,42.38,Central,37.0,Others,Commerce,64.82,Comm&Mgmt,Yes,52.29,Mkt&Fin,77.89,Not Placed,
3809,F,84.84,Others,70.8,Others,Science,60.08,Comm&Mgmt,No,98.0,Mkt&Fin,58.46,Placed,
3810,M,75.42,Others,92.04,Others,Science,79.92,Comm&Mgmt,No,78.89,Mkt&HR,70.29,Not Placed,200000.0
3811,M,89.4,Others,77.58,Others,Science,81.47,Comm&Mgmt,No,86.17,Mkt&HR,71.44,Placed,390720.0
3812,M,48.18,Central,63.44,Central,Science,66.47,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,
3813,M,78.09,Others,57.55,Central,Commerce,73.42,Others,No,74.62,Mkt&HR,77.89,Not Placed,
3814,M,89.4,Others,89.78,Others,Science,82.94,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,322048.0
3815,F,69.63,Central,62.84,Central,Science,66.95,Sci&Tech,No,98.0,Mkt&Fin,53.02,Not Placed,
3816,M,82.15,Central,74.71,Others,Science,87.27,Comm&Mgmt,No,98.0,Mkt&Fin,65.08,Not Placed,
3817,F,46.96,Others,64.99,Central,Commerce,60.76,Comm&Mgmt,Yes,95.99,Mkt&HR,70.78,Placed,285850.0
3818,M,84.29,Central,80.48,Central,Science,66.44,Comm&Mgmt,No,76.0,Mkt&Fin,77.89,Not Placed,615124.0
3819,M,89.22,Central,69.64,Central,Science,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,57.01,Placed,293910.0
3820,M,75.12,Others,86.03,Central,Arts,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,75.78,Not Placed,
3821,M,58.07,Central,79.43,Central,Commerce,84.71,Others,Yes,74.45,Mkt&Fin,55.54,Placed,
3822,M,85.59,Central,48.03,Others,Science,83.16,Comm&Mgmt,Yes,68.44,Mkt&HR,68.05,Not Placed,
3823,M,40.89,Others,54.97,Central,Commerce,55.58,Comm&Mgmt,No,98.0,Mkt&Fin,59.44,Placed,
3824,M,89.4,Central,57.47,Others,Commerce,79.24,Comm&Mgmt,No,98.0,Mkt&HR,65.25,Not Placed,200000.0
3825,M,40.89,Central,70.72,Central,Science,54.41,Comm&Mgmt,Yes,98.0,Mkt&HR,77.89,Not Placed,
3826,M,85.23,Central,74.95,Central,Commerce,79.08,Comm&Mgmt,Yes,96.9,Mkt&HR,77.89,Placed,278351.0
3827,M,60.52,Others,75.46,Others,Science,84.99,Comm&Mgmt,No,77.79,Mkt&Fin,77.89,Not Placed,315058.0
3828,M,59.18,Others,84.51,Central,Arts,60.16,Comm&Mgmt,No,59.18,Mkt&Fin,62.64,Placed,
3829,M,79.48,Central,69.12,Central,Science,80.7,Comm&Mgmt,No,79.8,Mkt&Fin,59.13,Placed,200000.0
3830,M,89.4,Others,87.81,Central,Science,82.21,Comm&Mgmt,No,83.18,Mkt&HR,75.59,Placed,310536.0
3831,M,40.89,Others,57.39,Central,Commerce,71.76,Comm&Mgmt,No,89.63,Mkt&HR,77.89,Not Placed,
3832,M,89.4,Central,59.85,Others,Science,60.13,Comm&Mgmt,No,98.0,Mkt&Fin,68.7,Not Placed,
3833,M,40.89,Central,73.63,Others,Science,63.03,Comm&Mgmt,No,69.85,Mkt&HR,71.84,Not Placed,
3834,F,89.4,Central,85.6,Central,Science,90.63,Comm&Mgmt,No,66.54,Mkt&Fin,70.46,Placed,325389.0
3835,M,58.93,Others,69.19,Central,Commerce,79.32,Sci&Tech,No,81.12,Mkt&HR,67.69,Not Placed,297490.0
3836,M,43.93,Others,54.22,Central,Science,67.52,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,319019.0
3837,M,89.4,Others,76.43,Others,Commerce,81.44,Sci&Tech,No,98.0,Mkt&HR,77.89,Placed,277943.0
3838,M,47.89,Others,77.59,Central,Science,89.49,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Placed,282279.0
3839,M,40.89,Others,68.89,Others,Science,56.1,Sci&Tech,No,98.0,Mkt&HR,57.33,Placed,
3840,M,89.4,Others,79.02,Central,Commerce,88.71,Comm&Mgmt,No,98.0,Mkt&Fin,76.99,Placed,305037.0
3841,M,89.4,Central,66.78,Central,Science,91.0,Comm&Mgmt,No,79.98,Mkt&Fin,62.6,Not Placed,242881.0
3842,M,89.4,Central,50.12,Central,Science,79.43,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,
3843,F,72.18,Others,76.75,Central,Science,61.39,Comm&Mgmt,No,78.66,Mkt&Fin,77.46,Placed,
3844,M,40.89,Others,61.1,Others,Commerce,65.9,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
3845,M,79.62,Others,77.73,Central,Arts,69.63,Comm&Mgmt,No,80.87,Mkt&Fin,67.66,Not Placed,
3846,M,77.47,Others,73.6,Central,Arts,78.2,Comm&Mgmt,No,62.64,Mkt&Fin,76.42,Placed,
3847,M,80.44,Others,62.2,Central,Commerce,91.0,Sci&Tech,Yes,98.0,Mkt&Fin,75.82,Placed,
3848,M,40.89,Central,63.44,Others,Science,80.66,Comm&Mgmt,No,77.06,Mkt&HR,69.68,Not Placed,
3849,M,88.67,Others,81.21,Others,Science,71.51,Comm&Mgmt,No,81.89,Mkt&Fin,68.8,Placed,
3850,M,68.7,Central,60.05,Central,Commerce,64.78,Comm&Mgmt,No,98.0,Mkt&Fin,77.55,Placed,
3851,M,69.75,Others,71.93,Central,Science,53.46,Comm&Mgmt,Yes,98.0,Mkt&Fin,66.84,Not Placed,200000.0
3852,M,46.45,Central,59.8,Others,Commerce,66.33,Comm&Mgmt,No,79.83,Mkt&HR,70.45,Not Placed,294351.0
3853,M,73.75,Central,45.48,Central,Science,57.68,Comm&Mgmt,No,96.6,Mkt&HR,77.89,Not Placed,339683.0
3854,M,40.89,Central,57.23,Others,Science,50.0,Comm&Mgmt,No,98.0,Mkt&HR,68.39,Not Placed,261510.0
3855,M,79.57,Central,75.71,Central,Science,87.57,Comm&Mgmt,Yes,77.98,Mkt&Fin,77.89,Not Placed,307670.0
3856,M,73.21,Others,94.8,Others,Science,65.44,Comm&Mgmt,No,98.0,Mkt&HR,64.14,Not Placed,325029.0
3857,M,40.89,Central,45.81,Others,Science,57.74,Comm&Mgmt,No,81.34,Mkt&Fin,77.26,Placed,
3858,M,47.01,Others,61.49,Others,Science,57.7,Comm&Mgmt,No,65.55,Mkt&HR,74.63,Not Placed,
3859,M,40.89,Central,48.45,Others,Science,67.75,Comm&Mgmt,No,94.88,Mkt&Fin,72.38,Not Placed,327950.0
3860,F,81.99,Others,60.27,Central,Science,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,332091.0
3861,F,89.4,Others,60.65,Central,Science,77.99,Sci&Tech,No,98.0,Mkt&Fin,77.89,Not Placed,
3862,M,80.57,Central,73.35,Others,Science,75.51,Comm&Mgmt,No,98.0,Mkt&HR,67.74,Not Placed,291339.0
3863,M,52.21,Central,37.21,Central,Science,52.65,Comm&Mgmt,No,84.14,Mkt&HR,77.89,Not Placed,
3864,M,50.71,Others,94.73,Central,Science,59.33,Comm&Mgmt,No,98.0,Mkt&Fin,57.08,Not Placed,200000.0
3865,M,41.86,Central,53.02,Others,Commerce,80.01,Comm&Mgmt,No,81.01,Mkt&Fin,62.84,Not Placed,280933.0
3866,M,85.66,Others,79.99,Central,Science,78.9,Sci&Tech,Yes,64.55,Mkt&Fin,77.89,Not Placed,
3867,M,40.89,Others,61.33,Central,Science,54.02,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Not Placed,
3868,M,79.37,Others,56.84,Central,Science,81.67,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,307854.0
3869,F,82.18,Others,60.55,Central,Science,85.78,Comm&Mgmt,No,98.0,Mkt&HR,62.29,Not Placed,285840.0
3870,M,89.4,Central,62.41,Others,Commerce,84.19,Comm&Mgmt,No,84.07,Mkt&Fin,77.12,Not Placed,307146.0
3871,M,49.09,Others,67.36,Central,Arts,74.23,Comm&Mgmt,No,98.0,Mkt&HR,66.54,Not Placed,
3872,M,68.49,Others,66.52,Central,Commerce,60.01,Comm&Mgmt,No,84.42,Mkt&Fin,77.75,Not Placed,301240.0
3873,M,67.18,Others,67.9,Central,Science,79.43,Comm&Mgmt,No,98.0,Mkt&Fin,72.73,Not Placed,279145.0
3874,M,89.4,Central,77.31,Others,Science,80.78,Comm&Mgmt,No,98.0,Mkt&Fin,70.62,Not Placed,323829.0
3875,M,89.4,Central,56.9,Central,Science,88.86,Sci&Tech,Yes,98.0,Mkt&Fin,77.89,Placed,313205.0
3876,M,44.23,Others,64.16,Others,Science,80.62,Comm&Mgmt,No,73.75,Mkt&Fin,77.89,Not Placed,
3877,M,89.4,Others,45.0,Others,Commerce,87.99,Comm&Mgmt,Yes,98.0,Mkt&Fin,66.84,Placed,269510.0
3878,M,79.35,Others,65.28,Others,Science,60.63,Comm&Mgmt,No,73.93,Mkt&Fin,64.1,Placed,
3879,M,50.59,Others,93.38,Central,Commerce,78.61,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.28,Not Placed,940000.0
3880,M,87.06,Others,54.69,Central,Science,83.92,Comm&Mgmt,Yes,88.01,Mkt&Fin,73.52,Not Placed,319002.0
3881,M,75.35,Central,52.16,Central,Commerce,80.97,Comm&Mgmt,No,70.98,Mkt&HR,77.89,Not Placed,
3882,M,61.22,Central,93.44,Central,Science,57.26,Comm&Mgmt,No,69.56,Mkt&Fin,74.05,Placed,
3883,M,76.77,Others,65.11,Others,Commerce,83.97,Comm&Mgmt,Yes,98.0,Mkt&Fin,70.99,Not Placed,
3884,M,68.9,Central,67.96,Central,Science,56.54,Comm&Mgmt,No,85.45,Mkt&Fin,67.16,Placed,
3885,M,85.42,Central,72.14,Central,Commerce,72.15,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,286666.0
3886,M,55.16,Central,50.77,Central,Commerce,82.65,Comm&Mgmt,No,92.36,Mkt&Fin,77.89,Placed,332449.0
3887,M,40.89,Others,80.4,Others,Science,67.29,Sci&Tech,No,90.47,Mkt&HR,61.3,Not Placed,288173.0
3888,M,61.86,Others,86.97,Central,Science,50.0,Comm&Mgmt,No,72.61,Mkt&Fin,77.89,Not Placed,332807.0
3889,M,45.33,Others,73.11,Central,Science,88.81,Comm&Mgmt,No,98.0,Mkt&Fin,51.46,Not Placed,252608.0
3890,M,88.61,Central,64.75,Central,Commerce,82.67,Comm&Mgmt,Yes,98.0,Mkt&Fin,69.52,Placed,285092.0
3891,M,40.89,Central,37.0,Others,Science,64.48,Comm&Mgmt,No,71.9,Mkt&HR,52.11,Not Placed,200000.0
3892,M,89.4,Others,91.7,Central,Commerce,82.41,Comm&Mgmt,No,54.37,Mkt&Fin,63.76,Placed,318817.0
3893,F,45.87,Central,37.0,Others,Commerce,52.87,Comm&Mgmt,No,62.06,Mkt&Fin,69.35,Not Placed,
3894,M,40.89,Central,37.0,Others,Commerce,78.22,Comm&Mgmt,No,81.27,Mkt&HR,62.16,Placed,
3895,F,64.49,Others,80.01,Central,Science,79.97,Comm&Mgmt,No,73.57,Mkt&Fin,59.26,Placed,299199.0
3896,M,62.76,Others,81.4,Central,Science,64.98,Comm&Mgmt,No,98.0,Mkt&Fin,62.64,Placed,
3897,M,77.49,Central,77.27,Central,Science,58.77,Sci&Tech,No,98.0,Mkt&HR,75.04,Placed,
3898,M,79.53,Others,43.54,Others,Science,78.39,Comm&Mgmt,No,77.95,Mkt&HR,68.93,Placed,269755.0
3899,M,40.89,Others,60.77,Central,Science,60.36,Sci&Tech,No,98.0,Mkt&HR,58.73,Not Placed,
3900,F,53.44,Central,48.7,Others,Science,71.32,Comm&Mgmt,No,98.0,Mkt&Fin,70.57,Placed,
3901,M,81.02,Central,60.12,Others,Science,86.1,Comm&Mgmt,Yes,65.39,Mkt&Fin,77.89,Not Placed,243915.0
3902,M,89.07,Central,83.58,Central,Science,91.0,Comm&Mgmt,No,92.55,Mkt&Fin,77.89,Not Placed,
3903,M,40.89,Central,52.91,Others,Commerce,61.65,Sci&Tech,No,54.88,Mkt&Fin,75.48,Not Placed,
3904,M,72.3,Others,49.77,Others,Science,80.13,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
3905,M,56.31,Others,72.44,Others,Commerce,64.29,Comm&Mgmt,No,98.0,Mkt&HR,57.17,Placed,307562.0
3906,M,80.33,Others,60.04,Others,Commerce,56.92,Comm&Mgmt,No,74.26,Mkt&HR,74.6,Not Placed,
3907,M,43.11,Central,93.91,Central,Science,77.71,Comm&Mgmt,No,58.35,Mkt&Fin,63.13,Not Placed,940000.0
3908,M,46.23,Central,68.85,Others,Commerce,62.26,Comm&Mgmt,Yes,79.09,Mkt&HR,61.17,Not Placed,
3909,M,77.09,Others,97.7,Others,Science,72.85,Comm&Mgmt,Yes,78.19,Mkt&HR,77.84,Placed,309241.0
3910,M,42.37,Central,37.0,Central,Commerce,78.01,Comm&Mgmt,No,95.68,Mkt&HR,61.56,Placed,
3911,M,77.33,Central,37.0,Central,Commerce,89.51,Comm&Mgmt,No,98.0,Mkt&HR,66.57,Placed,200000.0
3912,M,40.89,Central,43.15,Central,Arts,71.06,Comm&Mgmt,No,50.0,Mkt&HR,77.89,Placed,317417.0
3913,M,47.31,Others,58.1,Others,Science,81.38,Sci&Tech,No,98.0,Mkt&Fin,61.61,Not Placed,322139.0
3914,M,77.78,Others,56.52,Central,Science,85.63,Comm&Mgmt,No,97.79,Mkt&HR,63.95,Placed,
3915,M,70.71,Others,58.28,Others,Commerce,86.96,Comm&Mgmt,No,75.92,Mkt&Fin,59.35,Placed,230701.0
3916,M,89.4,Others,86.32,Central,Science,76.59,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,594576.0
3917,M,89.4,Others,88.09,Central,Science,84.13,Sci&Tech,Yes,98.0,Mkt&Fin,75.28,Placed,307547.0
3918,F,68.98,Others,92.57,Central,Science,55.31,Comm&Mgmt,Yes,55.35,Mkt&Fin,77.89,Not Placed,331268.0
3919,M,86.94,Central,63.18,Others,Commerce,85.78,Comm&Mgmt,No,58.66,Mkt&Fin,66.86,Placed,330962.0
3920,M,40.89,Central,65.55,Central,Arts,59.53,Comm&Mgmt,No,80.97,Mkt&Fin,75.84,Not Placed,
3921,M,40.89,Central,37.0,Central,Science,84.95,Comm&Mgmt,No,65.04,Mkt&HR,64.65,Not Placed,
3922,M,83.31,Central,62.83,Others,Science,91.0,Comm&Mgmt,No,80.25,Mkt&HR,66.18,Not Placed,
3923,M,74.41,Others,59.83,Others,Commerce,62.61,Comm&Mgmt,No,62.75,Mkt&HR,65.83,Not Placed,328085.0
3924,M,50.77,Central,73.23,Central,Arts,56.01,Sci&Tech,Yes,84.1,Mkt&HR,72.19,Placed,329141.0
3925,M,87.46,Others,87.61,Central,Science,55.46,Comm&Mgmt,Yes,98.0,Mkt&Fin,61.13,Placed,288064.0
3926,F,89.4,Central,68.31,Central,Science,76.55,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
3927,M,59.03,Central,74.42,Central,Commerce,73.06,Comm&Mgmt,Yes,97.71,Mkt&Fin,77.89,Placed,
3928,M,40.89,Others,89.31,Central,Science,64.65,Sci&Tech,No,74.66,Mkt&Fin,65.77,Not Placed,323759.0
3929,M,51.6,Others,84.32,Others,Science,50.0,Comm&Mgmt,Yes,98.0,Mkt&HR,62.57,Placed,315281.0
3930,M,71.37,Central,94.77,Central,Commerce,85.33,Comm&Mgmt,No,98.0,Mkt&Fin,54.82,Placed,
3931,M,82.95,Central,85.75,Others,Commerce,87.34,Comm&Mgmt,No,74.46,Mkt&Fin,61.89,Placed,283106.0
3932,M,74.77,Central,90.96,Others,Commerce,84.3,Sci&Tech,No,92.62,Mkt&HR,77.89,Placed,
3933,M,41.88,Central,37.0,Others,Science,86.25,Comm&Mgmt,No,65.32,Mkt&Fin,77.89,Placed,372994.0
3934,F,78.15,Others,64.02,Central,Commerce,78.8,Comm&Mgmt,No,75.19,Mkt&Fin,75.25,Not Placed,
3935,M,47.16,Others,39.73,Central,Science,64.09,Comm&Mgmt,Yes,94.81,Mkt&Fin,77.89,Not Placed,
3936,M,47.28,Central,72.6,Central,Science,52.75,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Not Placed,
